"","Junction","Vehicles","day","month","year","hour","weekday_num","workday","weekend","hour_inc"
"3233",1,44,"14","03","2016","16","1",1,0,3233
"3234",1,38,"14","03","2016","17","1",1,0,3234
"3235",1,46,"14","03","2016","18","1",1,0,3235
"3236",1,44,"14","03","2016","19","1",1,0,3236
"3237",1,38,"14","03","2016","20","1",1,0,3237
"3238",1,41,"14","03","2016","21","1",1,0,3238
"3239",1,37,"14","03","2016","22","1",1,0,3239
"3240",1,36,"14","03","2016","23","1",1,0,3240
"3241",1,36,"15","03","2016","00","2",1,0,3241
"3242",1,30,"15","03","2016","01","2",1,0,3242
"3243",1,26,"15","03","2016","02","2",1,0,3243
"3244",1,25,"15","03","2016","03","2",1,0,3244
"3245",1,19,"15","03","2016","04","2",1,0,3245
"3246",1,19,"15","03","2016","05","2",1,0,3246
"3247",1,16,"15","03","2016","06","2",1,0,3247
"3248",1,22,"15","03","2016","07","2",1,0,3248
"3249",1,24,"15","03","2016","08","2",1,0,3249
"3250",1,31,"15","03","2016","09","2",1,0,3250
"3251",1,37,"15","03","2016","10","2",1,0,3251
"3252",1,44,"15","03","2016","11","2",1,0,3252
"3253",1,40,"15","03","2016","12","2",1,0,3253
"3254",1,37,"15","03","2016","13","2",1,0,3254
"3255",1,41,"15","03","2016","14","2",1,0,3255
"3256",1,39,"15","03","2016","15","2",1,0,3256
"3257",1,44,"15","03","2016","16","2",1,0,3257
"3258",1,41,"15","03","2016","17","2",1,0,3258
"3259",1,38,"15","03","2016","18","2",1,0,3259
"3260",1,39,"15","03","2016","19","2",1,0,3260
"3261",1,38,"15","03","2016","20","2",1,0,3261
"3262",1,34,"15","03","2016","21","2",1,0,3262
"3263",1,38,"15","03","2016","22","2",1,0,3263
"3264",1,38,"15","03","2016","23","2",1,0,3264
"3265",1,32,"16","03","2016","00","3",1,0,3265
"3266",1,24,"16","03","2016","01","3",1,0,3266
"3267",1,25,"16","03","2016","02","3",1,0,3267
"3268",1,22,"16","03","2016","03","3",1,0,3268
"3269",1,20,"16","03","2016","04","3",1,0,3269
"3270",1,18,"16","03","2016","05","3",1,0,3270
"3271",1,17,"16","03","2016","06","3",1,0,3271
"3272",1,19,"16","03","2016","07","3",1,0,3272
"3273",1,25,"16","03","2016","08","3",1,0,3273
"3274",1,40,"16","03","2016","09","3",1,0,3274
"3275",1,50,"16","03","2016","10","3",1,0,3275
"3276",1,49,"16","03","2016","11","3",1,0,3276
"3277",1,44,"16","03","2016","12","3",1,0,3277
"3278",1,39,"16","03","2016","13","3",1,0,3278
"3279",1,43,"16","03","2016","14","3",1,0,3279
"3280",1,44,"16","03","2016","15","3",1,0,3280
"3281",1,43,"16","03","2016","16","3",1,0,3281
"3282",1,40,"16","03","2016","17","3",1,0,3282
"3283",1,42,"16","03","2016","18","3",1,0,3283
"3284",1,48,"16","03","2016","19","3",1,0,3284
"3285",1,44,"16","03","2016","20","3",1,0,3285
"3286",1,40,"16","03","2016","21","3",1,0,3286
"3287",1,43,"16","03","2016","22","3",1,0,3287
"3288",1,40,"16","03","2016","23","3",1,0,3288
"3289",1,35,"17","03","2016","00","4",1,0,3289
"3290",1,28,"17","03","2016","01","4",1,0,3290
"3291",1,28,"17","03","2016","02","4",1,0,3291
"3292",1,24,"17","03","2016","03","4",1,0,3292
"3293",1,18,"17","03","2016","04","4",1,0,3293
"3294",1,17,"17","03","2016","05","4",1,0,3294
"3295",1,20,"17","03","2016","06","4",1,0,3295
"3296",1,26,"17","03","2016","07","4",1,0,3296
"3297",1,24,"17","03","2016","08","4",1,0,3297
"3298",1,29,"17","03","2016","09","4",1,0,3298
"3299",1,38,"17","03","2016","10","4",1,0,3299
"3300",1,42,"17","03","2016","11","4",1,0,3300
"3301",1,40,"17","03","2016","12","4",1,0,3301
"3302",1,38,"17","03","2016","13","4",1,0,3302
"3303",1,43,"17","03","2016","14","4",1,0,3303
"3304",1,40,"17","03","2016","15","4",1,0,3304
"3305",1,39,"17","03","2016","16","4",1,0,3305
"3306",1,37,"17","03","2016","17","4",1,0,3306
"3307",1,38,"17","03","2016","18","4",1,0,3307
"3308",1,45,"17","03","2016","19","4",1,0,3308
"3309",1,44,"17","03","2016","20","4",1,0,3309
"3310",1,41,"17","03","2016","21","4",1,0,3310
"3311",1,38,"17","03","2016","22","4",1,0,3311
"3312",1,36,"17","03","2016","23","4",1,0,3312
"3313",1,32,"18","03","2016","00","5",1,0,3313
"3314",1,27,"18","03","2016","01","5",1,0,3314
"3315",1,23,"18","03","2016","02","5",1,0,3315
"3316",1,20,"18","03","2016","03","5",1,0,3316
"3317",1,16,"18","03","2016","04","5",1,0,3317
"3318",1,15,"18","03","2016","05","5",1,0,3318
"3319",1,20,"18","03","2016","06","5",1,0,3319
"3320",1,21,"18","03","2016","07","5",1,0,3320
"3321",1,20,"18","03","2016","08","5",1,0,3321
"3322",1,23,"18","03","2016","09","5",1,0,3322
"3323",1,33,"18","03","2016","10","5",1,0,3323
"3324",1,40,"18","03","2016","11","5",1,0,3324
"3325",1,43,"18","03","2016","12","5",1,0,3325
"3326",1,35,"18","03","2016","13","5",1,0,3326
"3327",1,39,"18","03","2016","14","5",1,0,3327
"3328",1,38,"18","03","2016","15","5",1,0,3328
"3329",1,34,"18","03","2016","16","5",1,0,3329
"3330",1,33,"18","03","2016","17","5",1,0,3330
"3331",1,35,"18","03","2016","18","5",1,0,3331
"3332",1,41,"18","03","2016","19","5",1,0,3332
"3333",1,36,"18","03","2016","20","5",1,0,3333
"3334",1,34,"18","03","2016","21","5",1,0,3334
"3335",1,34,"18","03","2016","22","5",1,0,3335
"3336",1,33,"18","03","2016","23","5",1,0,3336
"3337",1,32,"19","03","2016","00","6",0,1,3337
"3338",1,25,"19","03","2016","01","6",0,1,3338
"3339",1,18,"19","03","2016","02","6",0,1,3339
"3340",1,17,"19","03","2016","03","6",0,1,3340
"3341",1,17,"19","03","2016","04","6",0,1,3341
"3342",1,16,"19","03","2016","05","6",0,1,3342
"3343",1,13,"19","03","2016","06","6",0,1,3343
"3344",1,15,"19","03","2016","07","6",0,1,3344
"3345",1,19,"19","03","2016","08","6",0,1,3345
"3346",1,20,"19","03","2016","09","6",0,1,3346
"3347",1,30,"19","03","2016","10","6",0,1,3347
"3348",1,26,"19","03","2016","11","6",0,1,3348
"3349",1,30,"19","03","2016","12","6",0,1,3349
"3350",1,22,"19","03","2016","13","6",0,1,3350
"3351",1,26,"19","03","2016","14","6",0,1,3351
"3352",1,21,"19","03","2016","15","6",0,1,3352
"3353",1,23,"19","03","2016","16","6",0,1,3353
"3354",1,25,"19","03","2016","17","6",0,1,3354
"3355",1,23,"19","03","2016","18","6",0,1,3355
"3356",1,27,"19","03","2016","19","6",0,1,3356
"3357",1,26,"19","03","2016","20","6",0,1,3357
"3358",1,26,"19","03","2016","21","6",0,1,3358
"3359",1,25,"19","03","2016","22","6",0,1,3359
"3360",1,23,"19","03","2016","23","6",0,1,3360
"3361",1,24,"20","03","2016","00","7",0,1,3361
"3362",1,21,"20","03","2016","01","7",0,1,3362
"3363",1,18,"20","03","2016","02","7",0,1,3363
"3364",1,15,"20","03","2016","03","7",0,1,3364
"3365",1,13,"20","03","2016","04","7",0,1,3365
"3366",1,13,"20","03","2016","05","7",0,1,3366
"3367",1,14,"20","03","2016","06","7",0,1,3367
"3368",1,18,"20","03","2016","07","7",0,1,3368
"3369",1,15,"20","03","2016","08","7",0,1,3369
"3370",1,19,"20","03","2016","09","7",0,1,3370
"3371",1,24,"20","03","2016","10","7",0,1,3371
"3372",1,26,"20","03","2016","11","7",0,1,3372
"3373",1,24,"20","03","2016","12","7",0,1,3373
"3374",1,23,"20","03","2016","13","7",0,1,3374
"3375",1,22,"20","03","2016","14","7",0,1,3375
"3376",1,23,"20","03","2016","15","7",0,1,3376
"3377",1,20,"20","03","2016","16","7",0,1,3377
"3378",1,25,"20","03","2016","17","7",0,1,3378
"3379",1,27,"20","03","2016","18","7",0,1,3379
"3380",1,26,"20","03","2016","19","7",0,1,3380
"3381",1,33,"20","03","2016","20","7",0,1,3381
"3382",1,28,"20","03","2016","21","7",0,1,3382
"3383",1,28,"20","03","2016","22","7",0,1,3383
"3384",1,32,"20","03","2016","23","7",0,1,3384
"3385",1,25,"21","03","2016","00","1",1,0,3385
"3386",1,22,"21","03","2016","01","1",1,0,3386
"3387",1,16,"21","03","2016","02","1",1,0,3387
"3388",1,19,"21","03","2016","03","1",1,0,3388
"3389",1,16,"21","03","2016","04","1",1,0,3389
"3390",1,13,"21","03","2016","05","1",1,0,3390
"3391",1,16,"21","03","2016","06","1",1,0,3391
"3392",1,24,"21","03","2016","07","1",1,0,3392
"3393",1,21,"21","03","2016","08","1",1,0,3393
"3394",1,25,"21","03","2016","09","1",1,0,3394
"3395",1,31,"21","03","2016","10","1",1,0,3395
"3396",1,48,"21","03","2016","11","1",1,0,3396
"3397",1,49,"21","03","2016","12","1",1,0,3397
"3398",1,44,"21","03","2016","13","1",1,0,3398
"3399",1,51,"21","03","2016","14","1",1,0,3399
"3400",1,44,"21","03","2016","15","1",1,0,3400
"3401",1,47,"21","03","2016","16","1",1,0,3401
"3402",1,43,"21","03","2016","17","1",1,0,3402
"3403",1,46,"21","03","2016","18","1",1,0,3403
"3404",1,40,"21","03","2016","19","1",1,0,3404
"3405",1,45,"21","03","2016","20","1",1,0,3405
"3406",1,38,"21","03","2016","21","1",1,0,3406
"3407",1,38,"21","03","2016","22","1",1,0,3407
"3408",1,38,"21","03","2016","23","1",1,0,3408
"3409",1,34,"22","03","2016","00","2",1,0,3409
"3410",1,30,"22","03","2016","01","2",1,0,3410
"3411",1,24,"22","03","2016","02","2",1,0,3411
"3412",1,23,"22","03","2016","03","2",1,0,3412
"3413",1,18,"22","03","2016","04","2",1,0,3413
"3414",1,15,"22","03","2016","05","2",1,0,3414
"3415",1,19,"22","03","2016","06","2",1,0,3415
"3416",1,24,"22","03","2016","07","2",1,0,3416
"3417",1,28,"22","03","2016","08","2",1,0,3417
"3418",1,28,"22","03","2016","09","2",1,0,3418
"3419",1,39,"22","03","2016","10","2",1,0,3419
"3420",1,38,"22","03","2016","11","2",1,0,3420
"3421",1,35,"22","03","2016","12","2",1,0,3421
"3422",1,40,"22","03","2016","13","2",1,0,3422
"3423",1,38,"22","03","2016","14","2",1,0,3423
"3424",1,39,"22","03","2016","15","2",1,0,3424
"3425",1,37,"22","03","2016","16","2",1,0,3425
"3426",1,35,"22","03","2016","17","2",1,0,3426
"3427",1,48,"22","03","2016","18","2",1,0,3427
"3428",1,48,"22","03","2016","19","2",1,0,3428
"3429",1,41,"22","03","2016","20","2",1,0,3429
"3430",1,36,"22","03","2016","21","2",1,0,3430
"3431",1,34,"22","03","2016","22","2",1,0,3431
"3432",1,35,"22","03","2016","23","2",1,0,3432
"3433",1,34,"23","03","2016","00","3",1,0,3433
"3434",1,29,"23","03","2016","01","3",1,0,3434
"3435",1,27,"23","03","2016","02","3",1,0,3435
"3436",1,21,"23","03","2016","03","3",1,0,3436
"3437",1,21,"23","03","2016","04","3",1,0,3437
"3438",1,16,"23","03","2016","05","3",1,0,3438
"3439",1,19,"23","03","2016","06","3",1,0,3439
"3440",1,19,"23","03","2016","07","3",1,0,3440
"3441",1,23,"23","03","2016","08","3",1,0,3441
"3442",1,31,"23","03","2016","09","3",1,0,3442
"3443",1,41,"23","03","2016","10","3",1,0,3443
"3444",1,41,"23","03","2016","11","3",1,0,3444
"3445",1,39,"23","03","2016","12","3",1,0,3445
"3446",1,35,"23","03","2016","13","3",1,0,3446
"3447",1,45,"23","03","2016","14","3",1,0,3447
"3448",1,42,"23","03","2016","15","3",1,0,3448
"3449",1,37,"23","03","2016","16","3",1,0,3449
"3450",1,36,"23","03","2016","17","3",1,0,3450
"3451",1,39,"23","03","2016","18","3",1,0,3451
"3452",1,42,"23","03","2016","19","3",1,0,3452
"3453",1,42,"23","03","2016","20","3",1,0,3453
"3454",1,36,"23","03","2016","21","3",1,0,3454
"3455",1,33,"23","03","2016","22","3",1,0,3455
"3456",1,28,"23","03","2016","23","3",1,0,3456
"3457",1,33,"24","03","2016","00","4",1,0,3457
"3458",1,25,"24","03","2016","01","4",1,0,3458
"3459",1,21,"24","03","2016","02","4",1,0,3459
"3460",1,19,"24","03","2016","03","4",1,0,3460
"3461",1,19,"24","03","2016","04","4",1,0,3461
"3462",1,18,"24","03","2016","05","4",1,0,3462
"3463",1,16,"24","03","2016","06","4",1,0,3463
"3464",1,20,"24","03","2016","07","4",1,0,3464
"3465",1,19,"24","03","2016","08","4",1,0,3465
"3466",1,26,"24","03","2016","09","4",1,0,3466
"3467",1,26,"24","03","2016","10","4",1,0,3467
"3468",1,37,"24","03","2016","11","4",1,0,3468
"3469",1,32,"24","03","2016","12","4",1,0,3469
"3470",1,28,"24","03","2016","13","4",1,0,3470
"3471",1,32,"24","03","2016","14","4",1,0,3471
"3472",1,33,"24","03","2016","15","4",1,0,3472
"3473",1,32,"24","03","2016","16","4",1,0,3473
"3474",1,34,"24","03","2016","17","4",1,0,3474
"3475",1,29,"24","03","2016","18","4",1,0,3475
"3476",1,38,"24","03","2016","19","4",1,0,3476
"3477",1,31,"24","03","2016","20","4",1,0,3477
"3478",1,30,"24","03","2016","21","4",1,0,3478
"3479",1,36,"24","03","2016","22","4",1,0,3479
"3480",1,32,"24","03","2016","23","4",1,0,3480
"3481",1,30,"25","03","2016","00","5",1,0,3481
"3482",1,28,"25","03","2016","01","5",1,0,3482
"3483",1,22,"25","03","2016","02","5",1,0,3483
"3484",1,18,"25","03","2016","03","5",1,0,3484
"3485",1,14,"25","03","2016","04","5",1,0,3485
"3486",1,17,"25","03","2016","05","5",1,0,3486
"3487",1,14,"25","03","2016","06","5",1,0,3487
"3488",1,18,"25","03","2016","07","5",1,0,3488
"3489",1,16,"25","03","2016","08","5",1,0,3489
"3490",1,28,"25","03","2016","09","5",1,0,3490
"3491",1,32,"25","03","2016","10","5",1,0,3491
"3492",1,29,"25","03","2016","11","5",1,0,3492
"3493",1,32,"25","03","2016","12","5",1,0,3493
"3494",1,27,"25","03","2016","13","5",1,0,3494
"3495",1,27,"25","03","2016","14","5",1,0,3495
"3496",1,26,"25","03","2016","15","5",1,0,3496
"3497",1,25,"25","03","2016","16","5",1,0,3497
"3498",1,25,"25","03","2016","17","5",1,0,3498
"3499",1,28,"25","03","2016","18","5",1,0,3499
"3500",1,35,"25","03","2016","19","5",1,0,3500
"3501",1,30,"25","03","2016","20","5",1,0,3501
"3502",1,33,"25","03","2016","21","5",1,0,3502
"3503",1,25,"25","03","2016","22","5",1,0,3503
"3504",1,26,"25","03","2016","23","5",1,0,3504
"3505",1,28,"26","03","2016","00","6",0,1,3505
"3506",1,24,"26","03","2016","01","6",0,1,3506
"3507",1,18,"26","03","2016","02","6",0,1,3507
"3508",1,17,"26","03","2016","03","6",0,1,3508
"3509",1,15,"26","03","2016","04","6",0,1,3509
"3510",1,13,"26","03","2016","05","6",0,1,3510
"3511",1,14,"26","03","2016","06","6",0,1,3511
"3512",1,15,"26","03","2016","07","6",0,1,3512
"3513",1,17,"26","03","2016","08","6",0,1,3513
"3514",1,18,"26","03","2016","09","6",0,1,3514
"3515",1,22,"26","03","2016","10","6",0,1,3515
"3516",1,24,"26","03","2016","11","6",0,1,3516
"3517",1,18,"26","03","2016","12","6",0,1,3517
"3518",1,22,"26","03","2016","13","6",0,1,3518
"3519",1,19,"26","03","2016","14","6",0,1,3519
"3520",1,20,"26","03","2016","15","6",0,1,3520
"3521",1,23,"26","03","2016","16","6",0,1,3521
"3522",1,22,"26","03","2016","17","6",0,1,3522
"3523",1,22,"26","03","2016","18","6",0,1,3523
"3524",1,27,"26","03","2016","19","6",0,1,3524
"3525",1,24,"26","03","2016","20","6",0,1,3525
"3526",1,25,"26","03","2016","21","6",0,1,3526
"3527",1,23,"26","03","2016","22","6",0,1,3527
"3528",1,24,"26","03","2016","23","6",0,1,3528
"3529",1,24,"27","03","2016","00","7",0,1,3529
"3530",1,19,"27","03","2016","01","7",0,1,3530
"3531",1,17,"27","03","2016","02","7",0,1,3531
"3532",1,13,"27","03","2016","03","7",0,1,3532
"3533",1,13,"27","03","2016","04","7",0,1,3533
"3534",1,13,"27","03","2016","05","7",0,1,3534
"3535",1,13,"27","03","2016","06","7",0,1,3535
"3536",1,15,"27","03","2016","07","7",0,1,3536
"3537",1,16,"27","03","2016","08","7",0,1,3537
"3538",1,16,"27","03","2016","09","7",0,1,3538
"3539",1,18,"27","03","2016","10","7",0,1,3539
"3540",1,22,"27","03","2016","11","7",0,1,3540
"3541",1,22,"27","03","2016","12","7",0,1,3541
"3542",1,21,"27","03","2016","13","7",0,1,3542
"3543",1,19,"27","03","2016","14","7",0,1,3543
"3544",1,22,"27","03","2016","15","7",0,1,3544
"3545",1,22,"27","03","2016","16","7",0,1,3545
"3546",1,21,"27","03","2016","17","7",0,1,3546
"3547",1,27,"27","03","2016","18","7",0,1,3547
"3548",1,26,"27","03","2016","19","7",0,1,3548
"3549",1,25,"27","03","2016","20","7",0,1,3549
"3550",1,26,"27","03","2016","21","7",0,1,3550
"3551",1,21,"27","03","2016","22","7",0,1,3551
"3552",1,24,"27","03","2016","23","7",0,1,3552
"3553",1,23,"28","03","2016","00","1",1,0,3553
"3554",1,22,"28","03","2016","01","1",1,0,3554
"3555",1,16,"28","03","2016","02","1",1,0,3555
"3556",1,17,"28","03","2016","03","1",1,0,3556
"3557",1,13,"28","03","2016","04","1",1,0,3557
"3558",1,12,"28","03","2016","05","1",1,0,3558
"3559",1,19,"28","03","2016","06","1",1,0,3559
"3560",1,18,"28","03","2016","07","1",1,0,3560
"3561",1,21,"28","03","2016","08","1",1,0,3561
"3562",1,28,"28","03","2016","09","1",1,0,3562
"3563",1,29,"28","03","2016","10","1",1,0,3563
"3564",1,41,"28","03","2016","11","1",1,0,3564
"3565",1,43,"28","03","2016","12","1",1,0,3565
"3566",1,34,"28","03","2016","13","1",1,0,3566
"3567",1,39,"28","03","2016","14","1",1,0,3567
"3568",1,37,"28","03","2016","15","1",1,0,3568
"3569",1,39,"28","03","2016","16","1",1,0,3569
"3570",1,38,"28","03","2016","17","1",1,0,3570
"3571",1,39,"28","03","2016","18","1",1,0,3571
"3572",1,38,"28","03","2016","19","1",1,0,3572
"3573",1,42,"28","03","2016","20","1",1,0,3573
"3574",1,39,"28","03","2016","21","1",1,0,3574
"3575",1,39,"28","03","2016","22","1",1,0,3575
"3576",1,38,"28","03","2016","23","1",1,0,3576
"3577",1,32,"29","03","2016","00","2",1,0,3577
"3578",1,31,"29","03","2016","01","2",1,0,3578
"3579",1,26,"29","03","2016","02","2",1,0,3579
"3580",1,19,"29","03","2016","03","2",1,0,3580
"3581",1,18,"29","03","2016","04","2",1,0,3581
"3582",1,16,"29","03","2016","05","2",1,0,3582
"3583",1,20,"29","03","2016","06","2",1,0,3583
"3584",1,22,"29","03","2016","07","2",1,0,3584
"3585",1,25,"29","03","2016","08","2",1,0,3585
"3586",1,28,"29","03","2016","09","2",1,0,3586
"3587",1,38,"29","03","2016","10","2",1,0,3587
"3588",1,42,"29","03","2016","11","2",1,0,3588
"3589",1,43,"29","03","2016","12","2",1,0,3589
"3590",1,41,"29","03","2016","13","2",1,0,3590
"3591",1,44,"29","03","2016","14","2",1,0,3591
"3592",1,45,"29","03","2016","15","2",1,0,3592
"3593",1,38,"29","03","2016","16","2",1,0,3593
"3594",1,42,"29","03","2016","17","2",1,0,3594
"3595",1,43,"29","03","2016","18","2",1,0,3595
"3596",1,44,"29","03","2016","19","2",1,0,3596
"3597",1,44,"29","03","2016","20","2",1,0,3597
"3598",1,40,"29","03","2016","21","2",1,0,3598
"3599",1,39,"29","03","2016","22","2",1,0,3599
"3600",1,39,"29","03","2016","23","2",1,0,3600
"3601",1,36,"30","03","2016","00","3",1,0,3601
"3602",1,33,"30","03","2016","01","3",1,0,3602
"3603",1,26,"30","03","2016","02","3",1,0,3603
"3604",1,21,"30","03","2016","03","3",1,0,3604
"3605",1,18,"30","03","2016","04","3",1,0,3605
"3606",1,17,"30","03","2016","05","3",1,0,3606
"3607",1,20,"30","03","2016","06","3",1,0,3607
"3608",1,26,"30","03","2016","07","3",1,0,3608
"3609",1,25,"30","03","2016","08","3",1,0,3609
"3610",1,27,"30","03","2016","09","3",1,0,3610
"3611",1,44,"30","03","2016","10","3",1,0,3611
"3612",1,52,"30","03","2016","11","3",1,0,3612
"3613",1,48,"30","03","2016","12","3",1,0,3613
"3614",1,43,"30","03","2016","13","3",1,0,3614
"3615",1,46,"30","03","2016","14","3",1,0,3615
"3616",1,51,"30","03","2016","15","3",1,0,3616
"3617",1,46,"30","03","2016","16","3",1,0,3617
"3618",1,47,"30","03","2016","17","3",1,0,3618
"3619",1,42,"30","03","2016","18","3",1,0,3619
"3620",1,48,"30","03","2016","19","3",1,0,3620
"3621",1,44,"30","03","2016","20","3",1,0,3621
"3622",1,41,"30","03","2016","21","3",1,0,3622
"3623",1,41,"30","03","2016","22","3",1,0,3623
"3624",1,38,"30","03","2016","23","3",1,0,3624
"3625",1,36,"31","03","2016","00","4",1,0,3625
"3626",1,30,"31","03","2016","01","4",1,0,3626
"3627",1,26,"31","03","2016","02","4",1,0,3627
"3628",1,24,"31","03","2016","03","4",1,0,3628
"3629",1,18,"31","03","2016","04","4",1,0,3629
"3630",1,18,"31","03","2016","05","4",1,0,3630
"3631",1,18,"31","03","2016","06","4",1,0,3631
"3632",1,22,"31","03","2016","07","4",1,0,3632
"3633",1,25,"31","03","2016","08","4",1,0,3633
"3634",1,28,"31","03","2016","09","4",1,0,3634
"3635",1,40,"31","03","2016","10","4",1,0,3635
"3636",1,41,"31","03","2016","11","4",1,0,3636
"3637",1,41,"31","03","2016","12","4",1,0,3637
"3638",1,36,"31","03","2016","13","4",1,0,3638
"3639",1,42,"31","03","2016","14","4",1,0,3639
"3640",1,41,"31","03","2016","15","4",1,0,3640
"3641",1,40,"31","03","2016","16","4",1,0,3641
"3642",1,37,"31","03","2016","17","4",1,0,3642
"3643",1,44,"31","03","2016","18","4",1,0,3643
"3644",1,45,"31","03","2016","19","4",1,0,3644
"3645",1,40,"31","03","2016","20","4",1,0,3645
"3646",1,38,"31","03","2016","21","4",1,0,3646
"3647",1,32,"31","03","2016","22","4",1,0,3647
"3648",1,37,"31","03","2016","23","4",1,0,3648
"3649",1,35,"01","04","2016","00","5",1,0,3649
"3650",1,30,"01","04","2016","01","5",1,0,3650
"3651",1,23,"01","04","2016","02","5",1,0,3651
"3652",1,22,"01","04","2016","03","5",1,0,3652
"3653",1,18,"01","04","2016","04","5",1,0,3653
"3654",1,17,"01","04","2016","05","5",1,0,3654
"3655",1,18,"01","04","2016","06","5",1,0,3655
"3656",1,22,"01","04","2016","07","5",1,0,3656
"3657",1,23,"01","04","2016","08","5",1,0,3657
"3658",1,28,"01","04","2016","09","5",1,0,3658
"3659",1,34,"01","04","2016","10","5",1,0,3659
"3660",1,45,"01","04","2016","11","5",1,0,3660
"3661",1,50,"01","04","2016","12","5",1,0,3661
"3662",1,43,"01","04","2016","13","5",1,0,3662
"3663",1,40,"01","04","2016","14","5",1,0,3663
"3664",1,43,"01","04","2016","15","5",1,0,3664
"3665",1,37,"01","04","2016","16","5",1,0,3665
"3666",1,35,"01","04","2016","17","5",1,0,3666
"3667",1,40,"01","04","2016","18","5",1,0,3667
"3668",1,40,"01","04","2016","19","5",1,0,3668
"3669",1,37,"01","04","2016","20","5",1,0,3669
"3670",1,38,"01","04","2016","21","5",1,0,3670
"3671",1,34,"01","04","2016","22","5",1,0,3671
"3672",1,31,"01","04","2016","23","5",1,0,3672
"3673",1,32,"02","04","2016","00","6",0,1,3673
"3674",1,24,"02","04","2016","01","6",0,1,3674
"3675",1,20,"02","04","2016","02","6",0,1,3675
"3676",1,14,"02","04","2016","03","6",0,1,3676
"3677",1,16,"02","04","2016","04","6",0,1,3677
"3678",1,11,"02","04","2016","05","6",0,1,3678
"3679",1,14,"02","04","2016","06","6",0,1,3679
"3680",1,16,"02","04","2016","07","6",0,1,3680
"3681",1,17,"02","04","2016","08","6",0,1,3681
"3682",1,20,"02","04","2016","09","6",0,1,3682
"3683",1,21,"02","04","2016","10","6",0,1,3683
"3684",1,25,"02","04","2016","11","6",0,1,3684
"3685",1,26,"02","04","2016","12","6",0,1,3685
"3686",1,26,"02","04","2016","13","6",0,1,3686
"3687",1,24,"02","04","2016","14","6",0,1,3687
"3688",1,24,"02","04","2016","15","6",0,1,3688
"3689",1,28,"02","04","2016","16","6",0,1,3689
"3690",1,27,"02","04","2016","17","6",0,1,3690
"3691",1,31,"02","04","2016","18","6",0,1,3691
"3692",1,29,"02","04","2016","19","6",0,1,3692
"3693",1,29,"02","04","2016","20","6",0,1,3693
"3694",1,32,"02","04","2016","21","6",0,1,3694
"3695",1,31,"02","04","2016","22","6",0,1,3695
"3696",1,32,"02","04","2016","23","6",0,1,3696
"3697",1,28,"03","04","2016","00","7",0,1,3697
"3698",1,21,"03","04","2016","01","7",0,1,3698
"3699",1,20,"03","04","2016","02","7",0,1,3699
"3700",1,20,"03","04","2016","03","7",0,1,3700
"3701",1,14,"03","04","2016","04","7",0,1,3701
"3702",1,13,"03","04","2016","05","7",0,1,3702
"3703",1,13,"03","04","2016","06","7",0,1,3703
"3704",1,20,"03","04","2016","07","7",0,1,3704
"3705",1,17,"03","04","2016","08","7",0,1,3705
"3706",1,26,"03","04","2016","09","7",0,1,3706
"3707",1,27,"03","04","2016","10","7",0,1,3707
"3708",1,25,"03","04","2016","11","7",0,1,3708
"3709",1,24,"03","04","2016","12","7",0,1,3709
"3710",1,25,"03","04","2016","13","7",0,1,3710
"3711",1,24,"03","04","2016","14","7",0,1,3711
"3712",1,27,"03","04","2016","15","7",0,1,3712
"3713",1,25,"03","04","2016","16","7",0,1,3713
"3714",1,27,"03","04","2016","17","7",0,1,3714
"3715",1,30,"03","04","2016","18","7",0,1,3715
"3716",1,28,"03","04","2016","19","7",0,1,3716
"3717",1,27,"03","04","2016","20","7",0,1,3717
"3718",1,29,"03","04","2016","21","7",0,1,3718
"3719",1,26,"03","04","2016","22","7",0,1,3719
"3720",1,28,"03","04","2016","23","7",0,1,3720
"3721",1,28,"04","04","2016","00","1",1,0,3721
"3722",1,24,"04","04","2016","01","1",1,0,3722
"3723",1,21,"04","04","2016","02","1",1,0,3723
"3724",1,19,"04","04","2016","03","1",1,0,3724
"3725",1,17,"04","04","2016","04","1",1,0,3725
"3726",1,17,"04","04","2016","05","1",1,0,3726
"3727",1,16,"04","04","2016","06","1",1,0,3727
"3728",1,20,"04","04","2016","07","1",1,0,3728
"3729",1,27,"04","04","2016","08","1",1,0,3729
"3730",1,28,"04","04","2016","09","1",1,0,3730
"3731",1,39,"04","04","2016","10","1",1,0,3731
"3732",1,53,"04","04","2016","11","1",1,0,3732
"3733",1,50,"04","04","2016","12","1",1,0,3733
"3734",1,42,"04","04","2016","13","1",1,0,3734
"3735",1,44,"04","04","2016","14","1",1,0,3735
"3736",1,45,"04","04","2016","15","1",1,0,3736
"3737",1,45,"04","04","2016","16","1",1,0,3737
"3738",1,44,"04","04","2016","17","1",1,0,3738
"3739",1,44,"04","04","2016","18","1",1,0,3739
"3740",1,48,"04","04","2016","19","1",1,0,3740
"3741",1,43,"04","04","2016","20","1",1,0,3741
"3742",1,40,"04","04","2016","21","1",1,0,3742
"3743",1,39,"04","04","2016","22","1",1,0,3743
"3744",1,41,"04","04","2016","23","1",1,0,3744
"3745",1,35,"05","04","2016","00","2",1,0,3745
"3746",1,29,"05","04","2016","01","2",1,0,3746
"3747",1,26,"05","04","2016","02","2",1,0,3747
"3748",1,20,"05","04","2016","03","2",1,0,3748
"3749",1,18,"05","04","2016","04","2",1,0,3749
